id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
579,9,6,15,69.7,6.19,53.85,4,"Iago Herrerín,Víctor Díaz,Dimitrios Siovas,Unai Bustinza,Pablo Insúa,Diego Rico,Alexander Szymanowski,Unai López,Erik Morán,Guerrero,Alberto Bueno",2,6,66.67,10,18,6.31,2,6,9,0.35,6,0,7,78.57,3,7,3,2,0,45.37,"Miguel Ángel Moyá,Juanfran,Stefan Savic,Diego Godín,Filipe Luis,Koke,Saúl Ñíguez,Gabi,Nicolás Gaitán,Antoine Griezmann,Fernando Torres",66.04,3,10,18,1,12,64.29,5,442,8,5,José María Sánchez Martínez,4,0.6,7,0,Asier Garitano,18,7,1,75,2,16,11,76.11,Leganes,16,0,11,2,532,0,3,9,12,78.07,5,6,Atletico,Diego Simeone,15,4,6,6.1,2,28,4,0,2,5,0.65,Vicente Calderón,13,17,80.62,04-02-17,40,6.58,24,75,0.4,15,La_Liga
580,14,5,16,75.58,6.07,63.64,6,"Gorka Iraizoz,De Marcos,Aymeric Laporte,Yeray Álvarez,Balenziaga,Mikel San José,Iturraspe,Íñigo Lekue,Raul García,Muniain,Iñaki Williams",0,7,58.33,11,14,6.38,6,0,4,0.44,13,3,7,66.67,7,4,3,1,0,56.17,"Marc-André ter Stegen,Aleix Vidal,Samuel Umtiti,Gerard Piqué,Jeremy Mathieu,Rafinha,André Gomes,Arda Turan,Lionel Messi,Paco Alcácer,Neymar",73.21,4,10,14,1,8,66.67,4,433,7,8,José Luis González González,9,0.54,4,0,Ernesto Valverde,20,7,2,66.67,3,25,19,62.5,Athletic Club,15,2,19,2,4231,0,4,10,16,74.6,5,2,Barcelona,Luis Enrique,18,6,15,6.07,0,27,9,0,4,0,0.56,Camp Nou,11,9,82.34,04-02-17,49,6.71,34,70.83,0.46,11,La_Liga
581,16,10,10,57.74,6.6,36.11,13,"Diego López,Marc Navarro,Diego Reyes,David López,Aarón Martín,Jurado,Javi Fuego,Hernán Pérez,Reyes,Pablo Piatti,Gerard Moreno",0,4,42.86,9,39,6.13,3,0,9,0.44,15,3,8,82.14,17,16,5,2,1,56.48,"Carlos Kameni,Roberto Rosales,Martín Demichelis,Luis Hernández,Juankar,Ignacio Camacho,Pablo Fornals,Javier Ontiveros,Juanpi,Gonzalo Castro,Michael Santos",61.65,3,8,39,2,2,84.62,2,4231,5,3,Daniel Ocón Arráiz,3,0.58,16,1,Enrique Sánchez Flores,14,8,0,18.18,0,16,12,72.04,Espanyol,18,1,12,3,4231,0,3,7,20,64.14,5,2,Malaga,Marcelo Romero,18,6,8,6.34,0,31,3,1,7,2,0.56,La Rosaleda,21,23,64.29,04-02-17,41,6.38,23,75,0.42,4,La_Liga
582,15,3,25,71.86,6.66,29.17,3,"Yoel Rodríguez,Ander Capa,Florian Lejeune,Alejandro Gálvez,Anaitz Arbilla,Gonzalo Escalante,Dani García,Pedro León,Adrián González,Rubén Peña,Sergi Enrich",1,6,40,12,31,6.18,7,1,10,0.5,7,2,4,76.67,2,20,2,3,0,31.25,"Diego Alves,Martín Montoya,Ezequiel Garay,Eliaquim Mangala,José Gayá,Álvaro Medrán,Carlos Soler,Mario Suárez,João Cancelo,Simone Zaza,Santi Mina",73.03,1,6,31,0,8,92.86,5,433,8,12,José Luis Munuera Montero,5,0.49,20,2,José Luis Mendilibar,15,4,0,33.33,0,17,6,83.33,Eibar,13,2,6,0,4231,2,1,5,8,66.79,8,6,Valencia,Salvador González,10,1,11,6.26,0,39,5,4,2,3,0.5,Mestalla,14,26,62.51,04-02-17,30,6.17,17,90.86,0.51,11,La_Liga
583,18,7,11,58.12,6.51,56,13,"Salvatore Sirigu,Alex Berenguer,Tano,Unai García,Oier,Carlos Clerc,Goran Causic,Fausto,De las Cuevas,Kenan Kodro,Emmanuel Rivière",1,5,50,6,20,6.12,5,2,5,0.39,9,2,23,68.75,3,10,3,0,2,61.54,"Gerónimo Rulli,Álvaro Odriozola,Raúl Navas,Aritz Elustondo,Yuri,Esteban Granero,Xabi Prieto,Asier Illarramendi,Carlos Vela,Willian José,Mikel Oyarzabal",60.49,6,4,20,2,9,64.29,5,433,13,5,Santiago Jaime Latre,3,0.58,10,1,Petar Vasiljevic,26,23,0,45.45,3,10,10,65.91,Osasuna,13,1,10,2,532,1,6,11,13,63.53,4,2,Real Sociedad,Eusebio Sacristán,22,6,6,6.34,0,48,3,2,5,2,0.61,Anoeta,37,18,68.49,05-02-17,28,6.44,15,58.87,0.42,11,La_Liga
584,7,7,9,53.4,6.51,50,2,"Sergio Asenjo,Mario,Daniele Bonera,Víctor Ruiz,José Ángel,Bruno Soriano,Rodri,Samu Castillejo,Manu Trigueros,Jonathan dos Santos,Adrián López",2,8,30,14,19,6.18,4,2,5,0.36,11,3,4,85,9,11,6,0,1,39.29,"Sergio Rico,Mariano,Gabriel Mercado,Adil Rami,Clement Lenglet,Franco Vázquez,Steven N'Zonzi,Samir Nasri,Vitolo,Wissam Ben Yedder,Stevan Jovetic",57.77,1,5,19,2,9,85.71,6,442,8,5,Alberto Undiano Mallenco,2,0.66,11,0,Fran Escribá,16,4,0,50,0,11,7,73.81,Villarreal,7,0,7,1,4231,0,1,4,14,78.37,7,0,Sevilla,Jorge Sampaoli,16,4,6,6.32,1,17,2,0,6,3,0.64,Ramón Sánchez-Pizjuán,8,12,80.95,05-02-17,23,6.3,16,76.47,0.34,11,La_Liga
585,13,2,13,52.84,6.74,58.33,5,"Fernando Pacheco,Vigaray,Zouhair Feddal,Alexis,Raúl García,Daniel Torres,Nenad Krsticic,Aleksandar Katai,Rubén Sobrino,Edgar Méndez,Christian Santos",3,7,100,20,36,5.97,7,4,3,0.39,8,3,8,88.89,8,25,3,3,3,50,"Iván Cuéllar,Lillo,Fernando Amorebieta,Jorge Meré,Roberto Canella,Nacho Cases,Mikel Vesga,Akram Afif,Carlos Carmona,Isma López,Duje Cop",53.71,2,10,36,1,10,85,6,4231,7,8,Jesús Gil Manzano,1,0.63,25,1,Mauricio Pellegrino,18,8,0,37.5,2,11,4,81.58,Alaves,15,6,4,0,4231,2,2,14,12,65.72,11,4,Sporting Gijon,Joan Francesc Ferrer,20,4,1,6.43,1,27,1,4,1,1,0.61,El Molinón,14,7,61.25,05-02-17,23,5.98,8,70.45,0.37,14,La_Liga
586,19,3,19,78.95,6.32,62.5,10,"Javi Varas,Míchel Macedo,Pedro Bigas,Mauricio Lemos,Dani Castellano,Vicente Gómez,Ángel Montoro,Jonathan Viera,Tana,Marko Livaja,Kevin-Prince Boateng",0,8,18.18,27,26,6.36,5,1,10,0.76,9,1,12,84.85,6,11,5,1,1,41.3,"Guillermo Ochoa,Dimitri Foulquier,Matthieu Saunier,Sverrir Ingi Ingason,Gastón Silva,Isaac Cuenca,Aly Mallé,Andreas Pereira,Uche,Mehdi Carcela-González,Adrián Ramos",80.17,6,2,26,1,12,73.08,5,541,6,9,Carlos del Cerro Grande,3,0.27,11,0,Quique Setién,10,12,1,55.56,1,14,12,66.05,Las Palmas,6,4,12,1,433,1,6,2,12,53.82,16,5,Granada,Lucas Alcaraz,9,4,12,6.12,1,37,3,0,2,2,0.24,Nuevo Los Cármenes,18,14,53.86,06-02-17,32,6.55,26,74.36,0.73,15,La_Liga
587,17,3,20,77.57,6.46,59.26,7,"Gerónimo Rulli,Álvaro Odriozola,Raúl Navas,Iñigo Martínez,Yuri,David Zurutuza,Asier Illarramendi,Xabi Prieto,Carlos Vela,Willian José,Mikel Oyarzabal",2,5,66.67,15,29,6.2,5,4,4,0.64,5,1,15,56.25,5,15,2,3,4,72.73,"Diego López,Marc Navarro,Diego Reyes,David López,Aarón Martín,Hernán Pérez,Javi Fuego,Jurado,Reyes,Felipe Caicedo,Gerard Moreno",77.65,3,4,29,1,9,82.14,4,442,7,10,David José Fernández Borbalán,5,0.38,15,1,Eusebio Sacristán,15,15,1,50,1,11,9,60.53,Real Sociedad,11,3,9,2,433,2,3,8,7,59.14,7,6,Espanyol,Enrique Sánchez Flores,14,2,7,6.22,1,46,5,2,3,4,0.36,RCDE Stadium,26,13,55.87,10-02-17,23,6.39,12,70.71,0.62,15,La_Liga
588,22,2,10,82.31,6.83,60,19,"Marc-André ter Stegen,Aleix Vidal,Jeremy Mathieu,Samuel Umtiti,Lucas Digne,Ivan Rakitic,André Gomes,Sergio Busquets,Lionel Messi,Luis Suárez,Neymar",4,11,50,16,11,6.17,9,7,3,0.79,9,5,18,70,3,5,1,6,0,32.14,"Fernando Pacheco,Vigaray,Alexis,Víctor Laguardia,Theo Hernández,Aleksandar Katai,Daniel Torres,Marcos Llorente,Rubén Sobrino,Nenad Krsticic,Christian Santos",84.95,10,4,11,0,12,56.25,7,442,1,3,Carlos Clos Gómez,3,0.3,5,2,Luis Enrique,6,18,0,50,0,10,5,79.55,Barcelona,9,3,5,1,433,1,10,4,9,62.95,8,9,Alaves,Mauricio Pellegrino,9,4,6,6.31,1,40,3,6,2,2,0.21,Mendizorroza,30,10,46.8,11-02-17,24,6,15,54.84,0.7,21,La_Liga
589,11,7,10,67.21,6.58,66.67,7,"Przemyslaw Tyton,Juanfran,Sidnei,Raúl Albentosa,Fernando Navarro,Guilherme dos Santos,Celso Borges,Carles Gil,Emre Colak,Gaël Kakuta,Florin Andone",0,6,5.56,12,49,6.13,3,0,5,0.52,9,2,9,95.45,3,22,4,0,1,34.26,"Gorka Iraizoz,De Marcos,Aymeric Laporte,Yeray Álvarez,Balenziaga,Beñat Etxebarria,Mikel San José,Iñaki Williams,Raul García,Muniain,Aduriz",73.88,4,2,49,3,7,61.11,5,4231,13,4,Mario Melero López,1,0.51,22,1,Gaizka Garitano,21,9,0,57.14,2,13,11,77.97,Deportivo,9,1,11,2,4231,1,4,5,13,69.84,4,2,Athletic Club,Ernesto Valverde,11,5,11,6.33,1,23,1,1,4,4,0.48,San Mamés,13,18,71.21,11-02-17,35,6.32,26,60.18,0.49,8,La_Liga
590,11,7,5,76.39,6.59,38.89,7,"Keylor Navas,Raphael Varane,Nacho,Sergio Ramos,Danilo,Marcelo,Casemiro,Luka Modric,Isco,Karim Benzema,Cristiano Ronaldo",0,6,53.33,10,38,6.2,6,0,3,0.59,7,3,8,64.04,3,17,1,1,2,53.85,"Salvatore Sirigu,Tano,Nikola Vujadinovic,Oier,Fuentes,Jaime Romero,Goran Causic,Fausto,Alex Berenguer,Emmanuel Rivière,Sergio León",76.51,1,7,38,1,11,94.44,6,442,5,4,Ignacio Iglesias Villanueva,9,0.34,17,1,Zinedine Zidane,13,8,1,8.33,1,24,15,66.23,Real Madrid,15,3,15,5,352,1,1,4,11,63.09,6,2,Osasuna,Petar Vasiljevic,8,8,17,6.31,3,25,9,3,4,3,0.41,El Sadar,20,13,67.8,11-02-17,43,6.4,28,69.05,0.66,12,La_Liga
591,14,8,15,70.92,6.41,52.94,9,"Diego Alves,Martín Montoya,Aderlan Santos,Eliaquim Mangala,José Gayá,Mario Suárez,Daniel Parejo,Munir El Haddadi,Fabián Orellana,Nani,Santi Mina",3,6,58.33,15,32,6.23,4,3,9,0.58,12,2,9,79.49,4,15,6,2,1,50,"Antonio Adán,Cristiano Piccini,Aissa Mandi,Germán Pezzella,Alin Tosca,Riza Durmisi,Petros,Dani Ceballos,Rubén Pardo,Rubén Castro,Álex Alegría",79.12,6,10,32,3,5,57.14,3,532,3,5,Daniel Jesús Trujillo Suárez,6,0.45,15,0,Salvador González,8,9,0,66.67,0,19,11,74.31,Valencia,15,1,11,1,4231,0,6,6,16,66.73,8,6,Real Betis,Víctor Sánchez del Amo,17,2,9,6.25,2,32,6,0,6,4,0.42,Benito Villamarín,17,13,64.9,11-02-17,34,6.5,19,71.67,0.55,8,La_Liga
592,14,6,8,65.73,6.53,59.72,9,"Sergio Álvarez,Hugo Mallo,Gustavo Cabral,Facundo Roncaglia,Jonny,Pablo Hernández,Nemanja Radoja,Jozabed,Iago Aspas,John Guidetti,Pione Sisto",2,9,14.29,11,42,6.17,6,2,6,0.57,11,3,10,88.24,3,20,4,2,0,15.48,"Miguel Ángel Moyá,Juanfran,Lucas Hernández,Stefan Savic,Filipe Luis,Koke,Saúl Ñíguez,Gabi,Yannick Carrasco,Antoine Griezmann,Fernando Torres",67.42,4,5,42,1,12,75,8,442,8,5,Alejandro José Hernández Hernández,2,0.46,20,1,Eduardo Berizzo,17,10,1,42.86,3,19,4,88.39,Celta Vigo,9,1,4,2,433,1,4,7,16,62.16,4,3,Atletico,Diego Simeone,13,5,14,6.32,0,25,2,2,2,1,0.43,Vicente Calderón,17,12,60.56,12-02-17,33,6.33,24,64.17,0.54,14,La_Liga
593,16,8,14,70.46,6.49,68.06,10,"Sergio Rico,Mariano,Gabriel Mercado,Clement Lenglet,Pablo Sarabia,Matías Kranevitter,Steven N'Zonzi,Franco Vázquez,Samir Nasri,Vitolo,Wissam Ben Yedder",3,6,56.25,16,18,6.26,3,4,10,0.52,12,1,10,65.38,1,11,2,4,1,42.11,"Javi Varas,David Simón,Aythami Artiles,Mauricio Lemos,Dani Castellano,Ángel Montoro,Alen Halilovic,Roque Mesa,Jonathan Viera,Jesé,Kevin-Prince Boateng",69.08,8,5,18,1,10,50,4,4141,11,6,Ricardo de Burgos Bengoetxea,6,0.56,11,0,Jorge Sampaoli,16,10,0,83.33,0,15,10,71.43,Sevilla,13,5,10,4,4231,1,8,10,15,75.01,9,4,Las Palmas,Quique Setién,16,7,10,6.22,0,29,6,1,7,2,0.48,Estadio de Gran Canaria,15,15,72.75,12-02-17,35,6.45,22,68,0.44,12,La_Liga
594,15,2,10,44.52,6.5,71.88,11,"Iván Cuéllar,Lillo,Fernando Amorebieta,Jorge Meré,Roberto Canella,Mikel Vesga,Carlos Carmona,Moi Gómez,Sergio Álvarez,Isma López,Lacina Traoré",0,0,40,16,61,6.1,2,2,10,0.48,5,0,13,88.89,4,39,3,1,2,50,"Iago Herrerín,Unai Bustinza,Martín Mantovani,Pablo Insúa,Diego Rico,Gabriel Pires,Rubén Pérez,Samu García,Alberto Bueno,Alexander Szymanowski,Guerrero",46.69,9,6,61,1,1,42.31,0,4231,6,4,Javier Estrada Fernández,2,0.57,39,0,Joan Francesc Ferrer,11,13,0,80,0,11,7,73.91,Sporting Gijon,11,6,7,0,4141,4,9,7,9,57.29,10,3,Leganes,Asier Garitano,17,3,5,6.26,3,28,2,2,1,7,0.52,Butarque,18,17,55.12,12-02-17,25,6.21,14,54.86,0.43,4,La_Liga
595,11,7,13,70.26,6.57,33.33,6,"Carlos Kameni,Roberto Rosales,Martín Demichelis,Luis Hernández,Miguel Torres,José Rodríguez,Ignacio Camacho,Keko,Pablo Fornals,Gonzalo Castro,Charles Dias",0,2,66.67,14,38,6.16,5,3,8,0.37,11,2,4,61.11,9,20,1,2,3,65.62,"Sergio Asenjo,Mario,Álvaro González,Víctor Ruiz,José Ángel,Jonathan dos Santos,Manu Trigueros,Bruno Soriano,Roberto Soriano,Nicola Sansone,Adrián López",65.23,3,4,38,1,7,75,2,442,13,5,Iñaki Vicandi Garrido,4,0.56,20,1,Marcelo Romero,27,4,0,50,1,10,15,63.58,Malaga,14,2,15,2,4231,2,3,5,12,73.34,6,9,Villarreal,Fran Escribá,12,5,6,6.39,1,25,4,1,7,1,0.63,Estadio de la Cerámica,12,13,76.31,12-02-17,35,6.4,21,82.5,0.44,11,La_Liga
596,13,11,9,51.35,6.03,43.48,8,"Guillermo Ochoa,Dimitri Foulquier,Sverrir Ingi Ingason,David Lombán,Gastón Silva,Isaac Cuenca,Andreas Pereira,Aly Mallé,Uche,Adrián Ramos,Artem Kravets",5,6,71.43,11,49,6.45,3,7,1,0.43,18,0,11,58.33,7,31,4,2,5,70,"Yoel Rodríguez,Ander Capa,Florian Lejeune,Iván Ramis,Anaitz Arbilla,Gonzalo Escalante,Dani García,Pedro León,Adrián González,Takashi Inui,Sergi Enrich",38.79,2,6,49,2,12,81.82,5,4231,7,5,Antonio Miguel Mateu Lahoz,6,0.54,31,0,Lucas Alcaraz,12,11,2,25,4,14,13,53.03,Granada,9,4,13,3,532,2,2,8,25,63.78,9,8,Eibar,José Luis Mendilibar,14,9,8,6.05,4,33,6,0,7,4,0.57,Ipurua,24,9,65.66,13-02-17,27,7,18,64.29,0.46,13,La_Liga
597,9,5,14,70.93,5.95,75,2,"Antonio Adán,Cristiano Piccini,Aissa Mandi,Ryan Donk,Alin Tosca,Riza Durmisi,Petros,Jonas Martin,Rubén Pardo,Rubén Castro,Álex Alegría",1,3,57.14,18,25,6.41,2,2,2,0.49,7,1,7,69.23,4,13,1,2,0,53.33,"Guillermo Ochoa,Dimitri Foulquier,Martin Hongla,Sverrir Ingi Ingason,Gastón Silva,Héctor,Andreas Pereira,Mubarak Wakaso,Uche,Adrián Ramos,Mehdi Carcela-González",63.57,2,7,25,0,6,81.25,3,532,7,7,Daniel Ocón Arráiz,4,0.44,13,0,Víctor Sánchez del Amo,11,7,3,100,4,14,10,70.37,Real Betis,16,3,10,5,532,2,2,2,10,64.9,14,7,Granada,Lucas Alcaraz,9,8,7,5.95,1,24,4,1,3,5,0.51,Nuevo Los Cármenes,10,8,65.76,17-02-17,33,6.73,17,73.68,0.56,6,La_Liga
598,12,8,8,65.2,6.59,80,8,"Fernando Pacheco,Kiko Femenía,Zouhair Feddal,Víctor Laguardia,Theo Hernández,Gaizka Toquero,Marcos Llorente,Manu García,Ibai Gómez,Deyverson,Víctor Camarasa",0,3,56.25,13,38,6.21,4,0,5,0.42,10,1,10,67.86,10,18,5,3,7,47.06,"Germán Lux,Juanfran,Sidnei,Raúl Albentosa,Luisinho,Guilherme dos Santos,Celso Borges,Gaël Kakuta,Emre Colak,Bruno Gama,Florin Andone",64.48,6,8,38,3,5,60,3,4231,4,4,Santiago Jaime Latre,5,0.59,18,0,Mauricio Pellegrino,8,10,0,66.67,0,17,9,75.6,Alaves,18,4,9,1,442,1,6,5,16,71.68,7,6,Deportivo,Gaizka Garitano,13,4,9,6.3,1,20,5,1,5,2,0.58,Riazor,12,10,73.19,18-02-17,37,6.31,19,55.88,0.41,6,La_Liga
599,15,3,10,57.16,6.24,31.82,8,"Diego López,David López,Óscar Duarte,Diego Reyes,Aarón Martín,Gerard Moreno,Papakouly Diop,Javi Fuego,Jurado,Pablo Piatti,Reyes",0,1,33.33,12,24,6.22,1,0,3,0.31,9,0,5,75,13,12,2,1,8,44.44,"Kiko Casilla,Daniel Carvajal,Raphael Varane,Pepe,Nacho,Mateo Kovacic,Toni Kroos,Isco,Lucas Vázquez,Álvaro Morata,Cristiano Ronaldo",56.15,4,5,24,0,2,75,1,433,6,7,Alberto Undiano Mallenco,4,0.68,12,0,Enrique Sánchez Flores,14,5,1,50,2,18,10,64.67,Espanyol,8,1,10,1,451,1,4,4,13,82.24,5,2,Real Madrid,Zinedine Zidane,13,3,13,6.16,2,24,4,0,2,4,0.69,Santiago Bernabéu,14,9,84.58,18-02-17,32,6.48,24,82.5,0.32,3,La_Liga
600,18,5,14,55.68,6.31,36.67,10,"Yoel Rodríguez,Ander Capa,Mauro Dos Santos,Florian Lejeune,Anaitz Arbilla,Gonzalo Escalante,Fran Rico,Pedro León,Adrián González,Rubén Peña,Sergi Enrich",1,6,33.33,13,57,6.32,3,2,3,0.41,9,2,6,87.5,5,22,1,2,4,46.43,"Sergio Rico,Pablo Sarabia,Gabriel Mercado,Adil Rami,Clement Lenglet,Sergio Escudero,Steven N'Zonzi,Samir Nasri,Franco Vázquez,Wissam Ben Yedder,Stevan Jovetic",54.19,3,5,57,0,10,85.9,5,532,13,8,Alfonso Javier Álvarez Izquierdo,1,0.56,22,0,José Luis Mendilibar,29,6,1,31.25,2,8,7,75.69,Eibar,13,3,7,3,4231,2,3,4,11,65.15,7,2,Sevilla,Jorge Sampaoli,11,5,3,6.14,5,31,1,0,4,10,0.59,Ramón Sánchez-Pizjuán,17,11,62.6,18-02-17,28,6.57,15,81.41,0.44,11,La_Liga
601,17,7,17,70.47,6.48,50,7,"Miguel Ángel Moyá,Sime Vrsaljko,Lucas Hernández,Stefan Savic,Filipe Luis,Ángel Correa,Gabi,Koke,Yannick Carrasco,Antoine Griezmann,Fernando Torres",1,3,50,13,29,6.2,6,2,7,0.42,9,0,10,71.88,12,11,8,2,7,47.06,"Iván Cuéllar,Lillo,Jorge Meré,Fernando Amorebieta,Roberto Canella,Douglas,Mikel Vesga,Sergio Álvarez,Moi Gómez,Burgui,Lacina Traoré",70.24,4,9,29,5,9,80,2,451,10,10,José Luis González González,5,0.55,11,0,Diego Simeone,15,10,0,50,1,19,10,75.52,Atletico,19,6,10,0,442,3,4,3,15,73.35,8,3,Sporting Gijon,Joan Francesc Ferrer,10,2,10,6.19,0,34,5,4,3,0,0.58,El Molinón,17,9,74.71,18-02-17,39,6.4,20,76.85,0.45,11,La_Liga
602,14,8,5,62.8,6.28,57.69,11,"Iago Herrerín,Tito,Martín Mantovani,Dimitrios Siovas,Diego Rico,Nabil El Zhar,Gabriel Pires,Erik Morán,Alberto,Alexander Szymanowski,Guerrero",0,4,42.86,8,23,6.44,6,2,8,0.27,7,3,8,65.62,4,9,3,2,3,45.68,"Marc-André ter Stegen,Sergi Roberto,Jeremy Mathieu,Samuel Umtiti,Lucas Digne,Rafinha,Ivan Rakitic,André Gomes,Lionel Messi,Luis Suárez,Neymar",69.05,6,5,23,3,5,50,2,433,9,3,Ignacio Iglesias Villanueva,7,0.72,9,0,Asier Garitano,13,8,1,61.11,2,20,14,67.13,Leganes,13,1,14,3,451,1,6,10,13,83.24,2,4,Barcelona,Luis Enrique,18,6,15,6.05,0,21,7,1,5,0,0.73,Camp Nou,16,14,82.91,19-02-17,44,6.68,31,55.88,0.28,11,La_Liga
603,19,6,13,57.81,6.31,57.89,12,"Salvatore Sirigu,Alex Berenguer,Nikola Vujadinovic,David García,Oier,Carlos Clerc,Goran Causic,De las Cuevas,Roberto Torres,Sergio León,Oriol Riera",1,3,62.5,14,55,6.35,3,1,10,0.37,8,0,14,60,3,26,0,2,1,50,"Rubén Blanco,Jonny,Fontàs,Sergi Gómez,Carles Planas,Marcelo Díaz,Daniel Wass,Nemanja Radoja,Pione Sisto,Giuseppe Rossi,Theo Bongonda",57.83,8,4,55,0,7,55.13,3,433,7,7,Iñaki Vicandi Garrido,7,0.6,26,0,Petar Vasiljevic,11,14,1,70,3,14,12,65.22,Osasuna,8,0,12,2,532,0,8,7,11,66.82,4,5,Celta Vigo,Eduardo Berizzo,18,4,10,6.12,5,37,7,0,5,7,0.63,Balaídos,24,20,71.92,19-02-17,29,6.63,21,63.58,0.4,8,La_Liga
604,3,8,4,54.16,6.29,68.75,2,"Sergio Asenjo,Mario,Mateo Musacchio,Álvaro González,Jaume Costa,Jonathan dos Santos,Bruno Soriano,Manu Trigueros,Denis Cheryshev,Cédric Bakambu,Adrián López",0,0,25,8,38,6.19,3,0,8,0.31,9,0,8,83.33,7,23,7,1,3,72.73,"Gerónimo Rulli,Álvaro Odriozola,Iñigo Martínez,Raúl Navas,Yuri,David Zurutuza,Xabi Prieto,Asier Illarramendi,Carlos Vela,Juanmi,Mikel Oyarzabal",50.75,0,2,38,3,5,100,0,433,7,1,Alejandro José Hernández Hernández,1,0.64,23,0,Fran Escribá,17,8,0,0,0,7,8,62.5,Villarreal,11,1,8,0,442,1,0,9,16,76,3,4,Real Sociedad,Eusebio Sacristán,19,0,5,6.14,3,15,1,1,5,5,0.69,Anoeta,11,13,81.95,19-02-17,23,6.32,12,54.55,0.36,7,La_Liga
605,16,8,17,66.05,6.08,50,5,"Gorka Iraizoz,De Marcos,Aymeric Laporte,Eneko Bóveda,Saborit,Mikel San José,Iturraspe,Muniain,Eraso,Íñigo Lekue,Raul García",2,5,44.44,18,20,6.42,5,6,7,0.52,12,2,7,75,3,9,3,0,0,58.62,"Diego Alves,Martín Montoya,Ezequiel Garay,Eliaquim Mangala,Guilherme Siqueira,Enzo Pérez,Daniel Parejo,Munir El Haddadi,Fabián Orellana,Nani,Simone Zaza",65.97,2,8,20,3,12,88.89,4,4231,5,11,David José Fernández Borbalán,5,0.57,9,0,Ernesto Valverde,12,7,2,37.5,2,18,19,60,Athletic Club,15,2,19,4,4231,1,2,9,15,74.05,8,1,Valencia,Salvador González,11,5,10,5.96,2,31,5,0,5,6,0.48,Mestalla,14,9,67.62,19-02-17,47,6.77,32,77.78,0.43,15,La_Liga
606,12,6,8,72.96,6.28,84.62,7,"Javi Varas,David Simón,Pedro Bigas,Mauricio Lemos,Dani Castellano,Vicente Gómez,Roque Mesa,Alen Halilovic,Jonathan Viera,Jesé,Kevin-Prince Boateng",1,5,50,23,33,6.23,4,6,6,0.54,7,3,11,70,2,15,2,2,2,44.44,"Carlos Kameni,Roberto Rosales,Martín Demichelis,Luis Hernández,Juankar,Ignacio Camacho,José Rodríguez,Keko,Pablo Fornals,Gonzalo Castro,Charles Dias",67.04,6,7,33,0,12,46.3,3,4231,4,5,José María Sánchez Martínez,4,0.38,15,1,Quique Setién,5,11,2,85.71,2,15,7,77.94,Las Palmas,12,6,7,4,4231,1,6,4,13,63.25,13,6,Malaga,Marcelo Romero,14,6,8,6.14,4,21,4,1,4,7,0.46,La Rosaleda,13,16,69.92,20-02-17,26,6.47,14,45.1,0.62,14,La_Liga
